date,0
2023-03-31,0.0209
2023-06-30,0.0188
2023-09-30,0.0187
2023-12-31,0.0167
2024-03-31,0.0176
2024-06-30,0.0177
2024-09-30,0.0203
2024-12-31,0.0176
