symbol,date,close,log_return,abs_return,log_volume,rv,rv_lag1,rv_w,rv_m,rv_next,news_sent_wmean,news_article_count,news_missing,log_articles
AAPL,2023-01-03,122.99390173464607,,,18.535057736735887,0.031698868626592734,,,,0.016927605130138357,-0.06312481862378137,6.0,0.0,1.9459101490553132
AAPL,2023-01-04,124.2624883920195,0.010261395373069422,0.010261395373069422,18.3054228998145,0.016927605130138357,0.031698868626592734,,,0.01431730756405219,0.07932036612753197,2.0,0.0,1.0986122886681096
AAPL,2023-01-05,122.9447317091665,-0.010661251430218054,0.010661251430218054,18.209499223912005,0.01431730756405219,0.016927605130138357,,,0.025421386640923006,0.3005896965614072,2.0,0.0,1.0986122886681096
AAPL,2023-01-06,127.46837405328876,0.03613336849590349,0.03613336849590349,18.29005616245586,0.025421386640923006,0.01431730756405219,,,0.01605849899404211,0.14306372819418342,5.0,0.0,1.791759469228055
AAPL,2023-01-09,127.98957632337245,0.0040805384410047075,0.0040805384410047075,18.075239804483527,0.01605849899404211,0.025421386640923006,0.020884733391149678,,0.014557717947538084,0.127308,1.0,0.0,0.6931471805599453
AAPL,2023-01-10,128.55994861893566,0.004446496133194062,0.004446496133194062,17.972769761043764,0.014557717947538084,0.01605849899404211,0.01745650325533875,,0.013878798294035401,0.09683855981398194,3.0,0.0,1.3862943611198906
AAPL,2023-01-11,131.27413402540904,0.020892441093872414,0.020892441093872414,18.056246488552066,0.013878798294035401,0.014557717947538084,0.01684674188811816,,0.012748559972585234,0.14467703988223732,5.0,0.0,1.791759469228055
AAPL,2023-01-12,131.19546198464167,-0.0005994754769264649,0.0005994754769264649,18.083523358670405,0.012748559972585234,0.013878798294035401,0.016532992369824768,,0.014689227484853764,0.07089263605783741,6.0,0.0,1.9459101490553132
AAPL,2023-01-13,132.5230526725906,0.010068325347637469,0.010068325347637469,17.87266748559424,0.014689227484853764,0.012748559972585234,0.014386560538610918,,0.013984667001684586,0.1396031263879102,5.0,0.0,1.791759469228055
AAPL,2023-01-17,133.68346527390892,0.008718193380139879,0.008718193380139879,17.96885690434518,0.013984667001684586,0.014689227484853764,0.013971794140139415,,0.01571504013167625,0.331049,1.0,0.0,0.6931471805599453
AAPL,2023-01-18,132.9655829019069,-0.005384486547825581,0.005384486547825581,18.059320570016148,0.01571504013167625,0.013984667001684586,0.014203258576967045,,0.011032024800339896,-0.006458366492362858,3.0,0.0,1.3862943611198906
AAPL,2023-01-19,133.02458693248244,0.0004436557304360303,0.0004436557304360303,17.88077664290366,0.011032024800339896,0.01571504013167625,0.013633903878227946,,0.016766682382276996,-0.06883072005514317,3.0,0.0,1.3862943611198906
AAPL,2023-01-20,135.5814282574211,0.01903843108243507,0.01903843108243507,18.200328630447896,0.016766682382276996,0.011032024800339896,0.0144375283601663,,0.023131347509531504,0.0,0.0,1.0,0.0
AAPL,2023-01-23,138.76764590849854,0.023228515886131916,0.023228515886131916,18.2193025249211,0.023131347509531504,0.016766682382276996,0.016125952365101844,,0.012119264321501193,0.3456902342304356,4.0,0.0,1.6094379124341003
AAPL,2023-01-24,140.16407463211888,0.010012775797270213,0.010012775797270213,18.011736736485098,0.012119264321501193,0.023131347509531504,0.015752871829065165,,0.015461183575500284,0.3337946844133696,2.0,0.0,1.0986122886681096
AAPL,2023-01-25,139.5051962906924,-0.004711848092998863,0.004711848092998863,18.0021205178273,0.015461183575500284,0.012119264321501193,0.015702100517829977,,0.009864410695757173,0.009058747646706607,3.0,0.0,1.3862943611198906
AAPL,2023-01-26,141.57033736083514,0.01469482743688913,0.01469482743688913,17.806438436285106,0.009864410695757173,0.015461183575500284,0.01546857769691343,,0.0171712912902745,-0.043625592844506435,2.0,0.0,1.0986122886681096
AAPL,2023-01-27,143.50763636473098,0.013591571468824453,0.013591571468824453,18.071915067701365,0.0171712912902745,0.009864410695757173,0.015549499478512929,,0.011245233203869482,0.011489,1.0,0.0,0.6931471805599453
AAPL,2023-01-30,140.626272871627,-0.020282424419747112,0.020282424419747112,17.974632284721345,0.011245233203869482,0.0171712912902745,0.013172276617380527,,0.008632875472207228,0.1600351479099407,3.0,0.0,1.3862943611198906
AAPL,2023-01-31,141.89485952900043,0.008980533049257052,0.008980533049257052,18.003261367448747,0.008632875472207228,0.011245233203869482,0.012474998847521734,,0.022070130275374744,0.08871382494557357,4.0,0.0,1.6094379124341003
AAPL,2023-02-01,143.0159361099351,0.007869707880454494,0.007869707880454494,18.167897674889204,0.022070130275374744,0.008632875472207228,0.013796788187496625,,0.012077836320804728,-0.127057,1.0,0.0,0.6931471805599453
AAPL,2023-02-02,148.31646485663487,0.036392201584881996,0.036392201584881996,18.589063784393257,0.012077836320804728,0.022070130275374744,0.014239473312506138,0.015889543528889064,0.03759531047866684,0.010460202047796458,4.0,0.0,1.6094379124341003
AAPL,2023-02-03,151.9353787319327,0.0241070235632993,0.0241070235632993,18.854780849084626,0.03759531047866684,0.012077836320804728,0.018324277150184604,0.016157563613074254,0.0091702584283628,0.07151557651418564,3.0,0.0,1.3862943611198906
AAPL,2023-02-06,149.2113593203634,-0.018091470800650468,0.018091470800650468,18.061979562866657,0.0091702584283628,0.03759531047866684,0.017909282195083268,0.015804956944811727,0.01802584676560625,0.013267223533544353,5.0,0.0,1.791759469228055
AAPL,2023-02-07,152.08288880837148,0.01906187359392895,0.01906187359392895,18.238229802788613,0.01802584676560625,0.0091702584283628,0.01978787645376307,0.01597352690851873,0.013404502386243272,0.12384590272931077,2.0,0.0,1.0986122886681096
AAPL,2023-02-08,149.39820541718584,-0.0178104326270484,0.0178104326270484,17.976268133365483,0.013404502386243272,0.01802584676560625,0.01805475087593678,0.015427304896942379,0.015411472815458639,0.21663277108738688,3.0,0.0,1.3862943611198906
AAPL,2023-02-09,148.36563488211448,-0.006935527652047143,0.006935527652047143,17.840989811991452,0.015411472815458639,0.013404502386243272,0.01872147817486756,0.015397894616097675,0.008472654404624793,-0.129281,1.0,0.0,0.6931471805599453
AAPL,2023-02-10,148.7294930706634,0.0024494401707488367,0.0024494401707488367,17.86643790334912,0.008472654404624793,0.015411472815458639,0.012896946960059153,0.015121300818692528,0.01314604178295581,0.21485942854268547,2.0,0.0,1.0986122886681096
AAPL,2023-02-13,151.52660425747675,0.018632041980352943,0.018632041980352943,17.94584970549373,0.01314604178295581,0.008472654404624793,0.013692103630977753,0.015087993704552544,0.011474157278133024,0.23882199999999998,1.0,0.0,0.6931471805599453
AAPL,2023-02-14,150.88642035908637,-0.0042338444615598585,0.0042338444615598585,17.937917236609227,0.011474157278133024,0.01314604178295581,0.012381765733483107,0.01503006630935017,0.010204995239677245,-0.115046,1.0,0.0,0.6931471805599453
AAPL,2023-02-15,152.9842537491964,0.01380762869332509,0.01380762869332509,18.000141383045356,0.010204995239677245,0.011474157278133024,0.011741864304169902,0.014826237570933059,0.011568352081362334,0.34243909047792237,2.0,0.0,1.0986122886681096
AAPL,2023-02-16,151.3887184947465,-0.010484175762975181,0.010484175762975181,18.037484968320115,0.011568352081362334,0.010204995239677245,0.010973240157350642,0.014716405074554772,0.008499115612179736,0.12882013653777158,3.0,0.0,1.3862943611198906
AAPL,2023-02-17,150.246236460696,-0.0075752990741620625,0.0075752990741620625,17.895487718255463,0.008499115612179736,0.011568352081362334,0.010978532398861629,0.01438840850548675,0.011602600986967566,0.2004315483453494,4.0,0.0,1.6094379124341003
AAPL,2023-02-21,146.23770035846698,-0.02704214212478832,0.02704214212478832,17.89079514405654,0.011602600986967566,0.008499115612179736,0.010669844239663981,0.014414343786697098,0.011279425221324541,0.21605871436576793,3.0,0.0,1.3862943611198906
AAPL,2023-02-22,146.66120662970988,0.0028918275642234913,0.0028918275642234913,17.747557852394337,0.011279425221324541,0.011602600986967566,0.010630897828302285,0.014164923006653805,0.012512985310074564,0.10751331553478813,2.0,0.0,1.0986122886681096
AAPL,2023-02-23,147.1438067992657,0.003285176096603101,0.003285176096603101,17.694891562976494,0.012512985310074564,0.011279425221324541,0.011092495842381749,0.013682270179405763,0.006027186946885334,0.12888715669084347,6.0,0.0,1.9459101490553132
AAPL,2023-02-24,144.49443035823475,-0.018169423547164117,0.018169423547164117,17.831345807095556,0.006027186946885334,0.012512985310074564,0.00998426281548635,0.013405357571468678,0.006964984488181001,0.21340057981706778,2.0,0.0,1.0986122886681096
AAPL,2023-02-27,145.68615730754604,0.008213737927316467,0.008213737927316467,17.622139069379557,0.006964984488181001,0.006027186946885334,0.009677436590686603,0.013019166703863255,0.009133106364677188,-0.045866345727489016,4.0,0.0,1.6094379124341003
AAPL,2023-02-28,145.18385917188593,-0.003453767019682402,0.003453767019682402,17.738414134705064,0.009133106364677188,0.006964984488181001,0.009183537666228526,0.012985925597905073,0.00911837849501394,0.10807095309431292,23.0,0.0,3.1780538303479458
AAPL,2023-03-01,143.1155727309324,-0.014348428726582282,0.014348428726582282,17.83151498453641,0.00911837849501394,0.009133106364677188,0.008751328320966405,0.012619884107211411,0.011614394418726874,0.16350317917866775,3.0,0.0,1.3862943611198906
AAPL,2023-03-02,143.70651171406195,0.004120601943326343,0.004120601943326343,17.772119894299834,0.011614394418726874,0.00911837849501394,0.008571610142696867,0.0126366641624322,0.015214064859468624,0.2755120083398256,2.0,0.0,1.0986122886681096
AAPL,2023-03-03,148.7491910367677,0.03448849930231914,0.03448849930231914,18.074412858234144,0.015214064859468624,0.011614394418726874,0.010408985725213525,0.012935809134580449,0.011012665374835275,0.08054172932442023,6.0,0.0,1.9459101490553132
AAPL,2023-03-06,151.50690629137245,0.018369603989409733,0.018369603989409733,18.28781232008691,0.011012665374835275,0.015214064859468624,0.011218521902544382,0.012433197093646837,0.011414473942748435,0.313795,1.0,0.0,0.6931471805599453
AAPL,2023-03-07,149.31058307074082,-0.0146026233593885,0.0146026233593885,17.844107495043737,0.011414473942748435,0.011012665374835275,0.01167479541815863,0.012403044258280642,0.006452209950508564,0.15659887710724804,3.0,0.0,1.3862943611198906
AAPL,2023-03-08,150.5614039183651,0.008342413804671411,0.008342413804671411,17.670005970826157,0.006452209950508564,0.011414473942748435,0.011141561709257555,0.01098744877972799,0.01698773708046786,0.0,0.0,1.0,0.0
AAPL,2023-03-09,148.3158357824727,-0.015026974914214621,0.015026974914214621,17.80140804971902,0.01698773708046786,0.006452209950508564,0.012216230241605753,0.011342788718460041,0.013399394980210502,0.303362950309446,2.0,0.0,1.0986122886681096
AAPL,2023-03-10,146.2573983245713,-0.013975953855973828,0.013975953855973828,18.043400693960344,0.013399394980210502,0.01698773708046786,0.011853296265754126,0.011132495455487506,0.02172190608454409,-0.077665,1.0,0.0,0.6931471805599453
AAPL,2023-03-13,148.19764798584677,0.013178770528032447,0.013178770528032447,18.251754543427904,0.02172190608454409,0.013399394980210502,0.013995144407695888,0.011510559259955725,0.01306049477252879,0.0,0.0,1.0,0.0
AAPL,2023-03-14,150.28563239290463,0.013990857132857637,0.013990857132857637,18.11545764326022,0.01306049477252879,0.02172190608454409,0.014324348573651963,0.01140369662164073,0.0131739882721003,0.46976385122962155,2.0,0.0,1.0986122886681096
AAPL,2023-03-15,150.67959171499103,0.0026179738756434445,0.0026179738756434445,18.16149369777707,0.0131739882721003,0.01306049477252879,0.01566870423797031,0.011617393615616893,0.018792218065604816,0.0,0.0,1.0,0.0
AAPL,2023-03-16,153.49640086790868,0.018521446434058394,0.018521446434058394,18.149585938984877,0.018792218065604816,0.0131739882721003,0.0160296004349977,0.011874037992100935,0.009500426802449818,0.299093,1.0,0.0,0.6931471805599453
AAPL,2023-03-17,152.65923730847513,-0.0054688892940993016,0.0054688892940993016,18.410070999133588,0.009500426802449818,0.018792218065604816,0.015249806799445561,0.011784322970478973,0.014130597828298182,0.41829200000000005,1.0,0.0,0.6931471805599453
AAPL,2023-03-20,155.02299324099346,0.015365219064056359,0.015365219064056359,18.114718142824348,0.014130597828298182,0.009500426802449818,0.01373154514819638,0.011962759451779924,0.01087327950429989,0.0,0.0,1.0,0.0
AAPL,2023-03-21,156.87460205479945,0.011873323772637787,0.011873323772637787,18.118741330246543,0.01087327950429989,0.014130597828298182,0.013294102094550602,0.01193116524373163,0.016256219974495185,0.2832008219632385,3.0,0.0,1.3862943611198906
AAPL,2023-03-22,155.44649951223633,-0.009145155345115159,0.009145155345115159,18.14231265471301,0.016256219974495185,0.01087327950429989,0.01391054843502958,0.012283760896564154,0.01456219694437704,0.13370826702929695,2.0,0.0,1.0986122886681096
AAPL,2023-03-23,156.52988764797388,0.006945349297902471,0.006945349297902471,18.029444833927716,0.01456219694437704,0.016256219974495185,0.013064544210784023,0.012418287985537308,0.009399590970399581,0.2242324195177447,2.0,0.0,1.0986122886681096
AAPL,2023-03-24,157.82995341085896,0.008271242092051186,0.008271242092051186,17.897383403977702,0.009399590970399581,0.01456219694437704,0.013044377044373976,0.01233284097413163,0.010931933105217772,0.11643666840946679,2.0,0.0,1.0986122886681096
AAPL,2023-03-27,155.8897037495835,-0.012369479283555878,0.012369479283555878,17.77423138776386,0.010931933105217772,0.009399590970399581,0.012404644099757894,0.01226097496481996,0.009587182467096214,-0.11703,1.0,0.0,0.6931471805599453
AAPL,2023-03-28,155.26921781729743,-0.003988230526153819,0.003988230526153819,17.64398135294524,0.009587182467096214,0.010931933105217772,0.012147424692317157,0.012422792943011362,0.006373056356691241,0.38233339340737776,3.0,0.0,1.3862943611198906
AAPL,2023-03-29,158.34210052957127,0.019597386183798766,0.019597386183798766,17.75331225915162,0.006373056356691241,0.009587182467096214,0.01017079196875637,0.012395887118852734,0.004448470699634255,0.22470638420911618,3.0,0.0,1.3862943611198906
PLTR,2023-01-03,6.39,,,17.215705704222938,0.03395481672480078,,,,0.028088088201929564,0.0,0.0,1.0,0.0
PLTR,2023-01-04,6.58,0.029300476947782383,0.029300476947782383,17.27058072094185,0.028088088201929564,0.03395481672480078,,,0.02262978696093676,0.0,0.0,1.0,0.0
PLTR,2023-01-05,6.32,-0.04031553717845975,0.04031553717845975,17.347326615239638,0.02262978696093676,0.028088088201929564,,,0.03448214947118026,0.0,0.0,1.0,0.0
PLTR,2023-01-06,6.4,0.012578782206860185,0.012578782206860185,17.236393076360734,0.03448214947118026,0.02262978696093676,,,0.024816311751878012,0.0,0.0,1.0,0.0
PLTR,2023-01-09,6.5,0.015504186535965254,0.015504186535965254,17.250428844986548,0.024816311751878012,0.03448214947118026,0.02879423062214508,,0.02091491858451975,0.0,0.0,1.0,0.0
PLTR,2023-01-10,6.7,0.030305349495329058,0.030305349495329058,17.15612878760956,0.02091491858451975,0.024816311751878012,0.02618625099408887,,0.020093376303761123,0.0,0.0,1.0,0.0
PLTR,2023-01-11,6.98,0.04094139037736072,0.04094139037736072,17.071169280773567,0.020093376303761123,0.02091491858451975,0.024587308614455183,,0.02345222424362761,0.0,0.0,1.0,0.0
PLTR,2023-01-12,7.01,0.004288784272217499,0.004288784272217499,17.221777401496663,0.02345222424362761,0.020093376303761123,0.02475179607099335,,0.01738359291820379,0.0,0.0,1.0,0.0
PLTR,2023-01-13,6.96,-0.007158226700170365,0.007158226700170365,16.859127871901006,0.01738359291820379,0.02345222424362761,0.021332084760398058,,0.03635630157948476,0.0,0.0,1.0,0.0
PLTR,2023-01-17,7.07,0.015681005562153075,0.015681005562153075,17.24660137842755,0.03635630157948476,0.01738359291820379,0.023640082725919408,,0.03558667228249197,0.0,0.0,1.0,0.0
PLTR,2023-01-18,6.9,-0.02433906830526763,0.02433906830526763,17.304212889233497,0.03558667228249197,0.03635630157948476,0.026574433465513848,,0.019924609673111653,0.0,0.0,1.0,0.0
PLTR,2023-01-19,6.73,-0.024946267946577304,0.024946267946577304,17.028032479474096,0.019924609673111653,0.03558667228249197,0.026540680139383953,,0.02964183748947111,0.0,0.0,1.0,0.0
PLTR,2023-01-20,7.02,0.04218807438108317,0.04218807438108317,17.1742084973103,0.02964183748947111,0.019924609673111653,0.02777860278855266,,0.034956764996598055,0.0,0.0,1.0,0.0
PLTR,2023-01-23,7.38,0.050010420574661416,0.050010420574661416,17.26972069988489,0.034956764996598055,0.02964183748947111,0.03129323720423151,,0.03499404564161309,0.0,0.0,1.0,0.0
PLTR,2023-01-24,7.02,-0.05001042057466142,0.05001042057466142,16.935648378745555,0.03499404564161309,0.034956764996598055,0.031020786016657177,,0.04993211033308567,0.0,0.0,1.0,0.0
PLTR,2023-01-25,7.22,0.028091734867015085,0.028091734867015085,17.43041901131271,0.04993211033308567,0.03499404564161309,0.03388987362677592,,0.03399528479147132,0.0,0.0,1.0,0.0
PLTR,2023-01-26,7.24,0.00276625349289011,0.00276625349289011,17.147915940820354,0.03399528479147132,0.04993211033308567,0.03670400865044785,,0.047682209181109776,0.318337,1.0,0.0,0.6931471805599453
PLTR,2023-01-27,7.55,0.04192635686330837,0.04192635686330837,17.44132168966866,0.047682209181109776,0.03399528479147132,0.04031208298877558,,0.020060689524235075,-0.631612,1.0,0.0,0.6931471805599453
PLTR,2023-01-30,7.37,-0.02412985705968802,0.02412985705968802,17.16779062737402,0.020060689524235075,0.047682209181109776,0.037332867894302985,,0.03477904942734713,0.0,0.0,1.0,0.0
PLTR,2023-01-31,7.78,0.054138631989055074,0.054138631989055074,17.528693231791845,0.03477904942734713,0.020060689524235075,0.037289868651449794,,0.040785072391223594,0.0,0.0,1.0,0.0
PLTR,2023-02-01,8.2,0.05257781607990718,0.05257781607990718,17.730005306117956,0.040785072391223594,0.03477904942734713,0.035460461063077375,,0.05030261107243289,0.0,0.0,1.0,0.0
PLTR,2023-02-02,8.99,0.09197869421332155,0.09197869421332155,18.090643641370388,0.05030261107243289,0.040785072391223594,0.03872192631926969,0.031582387433841536,0.03664333046874992,0.10906199999999999,1.0,0.0,0.6931471805599453
PLTR,2023-02-03,8.41,-0.06669137449867228,0.06669137449867228,17.98659181517113,0.03664333046874992,0.05030261107243289,0.03651415057679772,0.03170459260402104,0.021124747766462646,0.0,0.0,1.0,0.0
PLTR,2023-02-06,8.31,-0.011961865117499824,0.011961865117499824,17.47510215437788,0.021124747766462646,0.03664333046874992,0.036726962225243236,0.031388077129681634,0.025528606109820745,0.0,0.0,1.0,0.0
