Date,Open,High,Low,Close,Volume,Symbol
2023-01-03,25.37,25.75,25.02,25.36,22155275,UBER
2023-01-04,25.73,25.97,25.32,25.91,14815960,UBER
2023-01-05,25.73,26.01,25.55,25.55,9942038,UBER
2023-01-06,25.86,26.54,25.4,26.4,19443753,UBER
2023-01-09,27.3,28.05,27.15,27.4,24962057,UBER
2023-01-10,27.4,28.25,27.15,28.04,15413738,UBER
2023-01-11,28.24,28.52,27.92,28.35,15421719,UBER
2023-01-12,28.85,29.185,28.2,29.03,17513401,UBER
2023-01-13,28.68,29.5,28.66,29.44,16940714,UBER
2023-01-17,29.44,29.78,28.955,29.2,20816486,UBER
2023-01-18,29.95,30.09,28.885,28.96,25257235,UBER
2023-01-19,28.47,29.2854,28.34,29.03,15651532,UBER
2023-01-20,29.3,30.39,29.12,30.36,23008696,UBER
2023-01-23,30.63,31.11,30.265,30.53,22041062,UBER
2023-01-24,28.51,31.2,28.51,29.93,14464400,UBER
2023-01-25,29.22,30.4,28.8,30.29,14488139,UBER
2023-01-26,30.53,30.6472,29.31,30.02,25383593,UBER
2023-01-27,29.7,30.5968,29.5,30.36,18223987,UBER
2023-01-30,30.2,30.54,29.59,29.63,17969731,UBER
2023-01-31,29.75,30.96,29.74,30.93,15611532,UBER
2023-02-01,30.88,31.85,30.64,31.49,21206352,UBER
2023-02-02,32.42,33.47,32.42,33.05,32045470,UBER
2023-02-03,32.17,33.95,32.15,33.09,25804879,UBER
2023-02-06,33.53,34.21,32.9,33.9,33594934,UBER
2023-02-07,33.66,35.06,33.41,34.9,59374036,UBER
2023-02-08,37.43,37.58,34.5,36.83,109597829,UBER
2023-02-09,36.89,37.36,35.65,35.89,44068509,UBER
2023-02-10,34.4,35.3986,34.05,34.3,41936379,UBER
2023-02-13,34.5,34.52,33.35,33.44,35043744,UBER
2023-02-14,33.11,35.36,32.7239,35.23,38856463,UBER
2023-02-15,35.01,36.24,34.715,36.23,31492167,UBER
2023-02-16,35.6,36.73,35.452,36.22,28202687,UBER
2023-02-17,35.96,36.23,34.57,34.77,27946727,UBER
2023-02-21,33.78,34.39,33.49,34.2,24696827,UBER
2023-02-22,34.35,35.17,34.22,34.54,23294036,UBER
2023-02-23,34.79,34.7999,33.7,34.47,23661721,UBER
2023-02-24,33.7,33.92,33.02,33.4,19100996,UBER
2023-02-27,33.675,33.85,33.06,33.55,19079075,UBER
2023-02-28,33.75,34.0,33.165,33.26,17144021,UBER
2023-03-01,33.43,33.58,32.89,32.99,14404671,UBER
2023-03-02,32.54,33.8,32.23,33.69,17976269,UBER
2023-03-03,34.0,34.59,33.8,34.57,14990366,UBER
2023-03-06,34.585,35.11,33.85,33.88,18903006,UBER
2023-03-07,33.85,35.0,33.6,34.14,25538363,UBER
2023-03-08,34.01,34.63,33.52,34.01,16174274,UBER
2023-03-09,34.41,34.52,32.28,32.32,27629682,UBER
2023-03-10,32.0,32.035,30.77,31.11,32553607,UBER
2023-03-13,30.585,31.085,29.97,30.82,24302644,UBER
2023-03-14,32.94,33.42,32.16,32.36,34241847,UBER
2023-03-15,31.83,32.235,31.385,31.97,28434860,UBER
2023-03-16,31.59,32.9,31.55,32.73,20088655,UBER
2023-03-17,32.38,32.47,31.51,31.78,27102497,UBER
2023-03-20,31.6,32.36,31.46,31.93,14157845,UBER
2023-03-21,32.33,33.14,32.23,32.86,19780177,UBER
2023-03-22,32.58,32.72,31.5,31.52,24636356,UBER
2023-03-23,31.88,32.2001,30.7503,31.18,16806903,UBER
2023-03-24,30.94,31.15,30.29,30.75,14786745,UBER
2023-03-27,31.03,31.04,30.14,30.62,17917994,UBER
2023-03-28,30.53,30.8599,29.98,30.07,23087307,UBER
2023-03-29,30.62,30.9,30.2,30.87,18917520,UBER
2023-03-30,31.5,31.85,30.88,31.19,16261304,UBER
2023-03-31,31.42,31.845,31.21,31.7,14824601,UBER
2023-04-03,31.5,31.755,31.1674,31.46,23529100,UBER
2023-04-04,31.94,32.1295,31.285,31.39,15146854,UBER
2023-04-05,30.95,31.235,30.47,31.12,17243304,UBER
2023-04-06,30.93,31.49,30.5,31.18,14486919,UBER
2023-04-10,30.96,31.785,30.61,31.74,16463111,UBER
2023-04-11,31.75,31.8,30.88,31.12,16906490,UBER
2023-04-12,31.19,31.4499,30.4,30.59,15964933,UBER
2023-04-13,30.835,31.59,30.69,31.44,15079614,UBER
2023-04-14,31.31,31.62,30.9302,31.48,11851874,UBER
2023-04-17,32.19,32.19,31.63,32.08,24703105,UBER
2023-04-18,32.37,32.93,31.61,31.73,18698555,UBER
2023-04-19,31.35,32.37,31.16,32.04,13821973,UBER
2023-04-20,31.52,32.04,31.4,31.5,12747081,UBER
2023-04-21,31.36,31.46,29.71,30.83,40543146,UBER
2023-04-24,30.68,31.06,30.23,30.68,14596163,UBER
2023-04-25,30.34,30.47,29.5539,29.59,20399240,UBER
2023-04-26,29.7,30.12,29.465,29.68,14106645,UBER
2023-04-27,30.07,30.1699,29.22,29.7,27293660,UBER
2023-04-28,29.62,31.27,29.415,31.05,28516085,UBER
2023-05-01,32.0,33.0,31.76,32.74,49867118,UBER
2023-05-02,35.02,36.625,34.23,36.52,102993471,UBER
2023-05-03,36.75,38.35,36.35,37.84,68580803,UBER
2023-05-04,37.48,37.8,36.685,37.49,44819400,UBER
2023-05-05,37.48,37.95,36.87,37.75,24682890,UBER
2023-05-08,37.82,38.93,37.48,38.83,30992060,UBER
2023-05-09,38.49,38.58,37.905,38.19,19393602,UBER
2023-05-10,38.6,38.95,38.1699,38.79,19531548,UBER
2023-05-11,38.64,39.18,38.34,38.42,16515576,UBER
2023-05-12,38.64,39.23,38.2,38.45,21626037,UBER
2023-05-15,38.34,38.48,37.99,38.14,17826612,UBER
2023-05-16,37.93,38.15,37.44,37.44,21836864,UBER
2023-05-17,37.73,37.955,37.36,37.84,19534395,UBER
2023-05-18,37.98,39.49,37.76,39.25,27828117,UBER
2023-05-19,39.25,39.49,38.915,39.18,19785499,UBER
2023-05-22,39.13,40.5,39.076,39.17,27581555,UBER
2023-05-23,38.99,39.65,38.51,38.66,18679369,UBER
2023-05-24,38.05,38.66,37.77,37.96,22074721,UBER
2023-05-25,38.48,38.585,37.525,37.95,18634222,UBER
2023-05-26,38.24,38.76,38.22,38.45,14438769,UBER
2023-05-30,38.73,39.06,37.56,37.56,18143192,UBER
2023-05-31,37.25,38.05,37.07,37.93,33620291,UBER
2023-06-01,37.5,38.5,37.265,38.48,17115298,UBER
2023-06-02,39.0,39.89,39.0,39.73,21218954,UBER
2023-06-05,39.5,40.79,39.5,40.42,24218600,UBER
2023-06-06,40.2488,40.73,39.93,40.25,14570118,UBER
2023-06-07,40.24,40.25,38.61,38.99,23653908,UBER
2023-06-08,39.18,40.63,39.04,40.26,20301812,UBER
2023-06-09,40.05,41.0,40.02,40.99,21980664,UBER
2023-06-12,41.26,41.745,41.06,41.74,16016444,UBER
2023-06-13,41.75,41.83,40.89,41.41,16659586,UBER
2023-06-14,41.3,41.59,40.57,41.27,15077575,UBER
2023-06-15,41.02,43.75,40.94,43.36,41477785,UBER
2023-06-16,43.07,43.665,42.53,43.52,27986352,UBER
2023-06-20,42.77,43.47,42.02,42.17,19936203,UBER
2023-06-21,42.5,43.2178,41.77,42.66,21916497,UBER
2023-06-22,42.3,43.87,42.21,42.81,19542077,UBER
2023-06-23,42.59,43.755,42.33,43.34,23186640,UBER
2023-06-26,43.75,45.04,43.68,44.42,33692974,UBER
2023-06-27,44.69,44.83,43.75,43.83,29652066,UBER
2023-06-28,43.5,45.24,43.32,44.24,28187374,UBER
2023-06-29,44.09,44.28,42.11,42.58,28595285,UBER
2023-06-30,43.11,43.4299,42.92,43.17,17589240,UBER
