Date,Open,High,Low,Close,Volume,Symbol
2023-01-03,102.95052677371685,103.31110787332842,99.04885436253512,99.1135740470808,8110390,QCOM
2023-01-04,101.51744804449132,103.7641456651481,100.60212679163116,103.11694881969144,7614231,QCOM
2023-01-05,101.63764174436189,102.55296299722202,100.89798820669708,101.14762127565896,7545964,QCOM
2023-01-06,102.58994567410528,107.23127162295178,101.74858977501158,106.63954879281997,10259279,QCOM
2023-01-09,107.92469681451252,109.88477868932418,104.9753283330742,105.96461493970084,10291797,QCOM
2023-01-10,105.41912045567304,108.14659287581196,105.14276740266308,108.09111886048709,6384775,QCOM
2023-01-11,108.58113932919,109.56118026659584,106.48237241606618,109.45947790516692,7374382,QCOM
2023-01-12,110.24535978893576,113.14849992427004,108.77529838282702,112.41809205582608,9527629,QCOM
2023-01-13,110.78160860374273,112.2609156790723,110.68915191153464,111.16992671101671,8040401,QCOM
2023-01-17,110.70302041536584,112.1684589868642,110.04195506607796,111.20690938789998,6179477,QCOM
2023-01-18,112.44582906348847,114.6370526688204,111.8818432410191,112.8341471707625,10960424,QCOM
2023-01-19,111.92807158712314,111.96505426400635,108.5626479907484,108.71057869828134,8716170,QCOM
2023-01-20,109.48721491282936,113.684748739077,108.4886826369819,113.62927472375216,8895014,QCOM
2023-01-23,116.9946983201269,122.0983077300139,116.3290101362286,121.14600380027048,13419475,QCOM
2023-01-24,120.70221167767164,122.9396636291076,120.33238490883924,120.84089671598376,7952417,QCOM
2023-01-25,118.76062114130156,121.61753293053178,118.06719594974084,121.2754431693618,6880304,QCOM
2023-01-26,124.2664171622938,124.67784944261982,121.2704505079826,123.85498488196777,7413602,QCOM
2023-01-27,121.57130458442776,124.71483211950304,121.50658489988206,123.3372274056024,6581941,QCOM
2023-01-30,121.16449513871213,122.41266048352144,120.33238490883924,121.70074395351908,9854271,QCOM
2023-01-31,121.41875104228436,123.55450063229142,121.41875104228436,123.16155969040705,7125079,QCOM
2023-02-01,122.67153922170412,129.38389507601198,122.67153922170412,128.01553603133215,10500604,QCOM
2023-02-02,128.01553603133215,128.66615377440053,124.63254566343788,125.6024163647008,17673184,QCOM
2023-02-03,121.26619750014102,127.9600620160073,118.87156917195128,124.8350258193736,13187256,QCOM
2023-02-06,122.29246678365092,124.70558645028224,121.91339434559772,122.90268095222436,6830514,QCOM
2023-02-07,123.10608567508216,127.0170037554847,122.34794079897576,126.32357856392396,7664198,QCOM
2023-02-08,125.10315022677707,125.99998014119562,121.8209376533896,122.2000100914428,7151740,QCOM
2023-02-09,123.79026519742207,125.02733573916642,120.1197345167606,120.68372033923,5717507,QCOM
2023-02-10,119.53725735584958,120.13822585520222,117.99332305266655,119.2598872792253,5319227,QCOM
2023-02-13,119.69443373260336,121.51583056910287,118.7051471259767,120.9703360850751,5550427,QCOM
2023-02-14,119.45404633286228,122.85645260612029,118.67741011831428,122.35718646819656,5579884,QCOM
2023-02-15,120.74844002377566,123.27250772105674,120.47106994715138,123.03212032131567,3503851,QCOM
2023-02-16,120.88712506208782,122.5883281987168,120.14747152442304,120.34163057806003,5788436,QCOM
2023-02-17,119.7314164094866,120.0180321553317,117.3830164274009,118.08568728818246,6022526,QCOM
2023-02-21,115.99616604427943,117.98953232828605,114.23024322310478,114.36892826141693,8164373,QCOM
2023-02-22,114.94215975310712,115.54312825245977,113.64776606219375,114.60006999193718,5517829,QCOM
2023-02-23,117.05941800467257,117.63264949636276,114.34119125375447,116.68034556661937,6440201,QCOM
2023-02-24,114.86819439934064,115.3027408527187,113.88889311547248,114.96065109154875,7357182,QCOM
2023-02-27,116.95771564324366,117.05017233545176,113.75871409284348,114.11004952323424,7787226,QCOM
2023-02-28,114.29496290765044,115.66332195233028,113.64776606219375,114.21175188466316,6491849,QCOM
2023-03-01,115.13687946747471,116.70887273213808,114.39274064396542,115.04386211453604,5530594,QCOM
2023-03-02,113.6299983498684,115.58336276158028,112.41612189401889,115.13687946747471,5260916,QCOM
2023-03-03,115.33221590864588,115.53685408511096,113.17421332046897,114.96944823218512,7052093,QCOM
2023-03-06,115.601966232168,116.4341924889102,113.50907579104812,113.86254173221504,7031270,QCOM
2023-03-07,113.92765387927211,113.94625734985983,110.02092505584837,110.86738296759016,8879728,QCOM
2023-03-08,111.20224543816934,113.24862720281988,111.016210732292,112.73703176165724,7633866,QCOM
2023-03-09,112.81144564400816,113.4067567028156,108.77449252647028,109.03494111469854,8055507,QCOM
2023-03-10,109.33259664410228,109.97441637937902,106.53277432064856,107.14668885004372,6884539,QCOM
2023-03-13,105.81654070302086,108.12337105589964,105.37005740891529,106.4397569677099,7673665,QCOM
2023-03-14,108.28150055589538,108.88611334999668,105.96536846772273,108.4117248500095,8312148,QCOM
