Date,Open,High,Low,Close,Volume,Symbol
2023-09-14,56.1,66.28,55.54,63.59,130534505,ARM
2023-09-15,68.63,69.0,60.75,60.75,74753091,ARM
2023-09-18,57.95,58.7407,55.02,58.0,34571903,ARM
2023-09-19,56.25,56.78,53.88,55.17,18308644,ARM
2023-09-20,55.17,55.4,51.52,52.91,16369470,ARM
2023-09-21,51.78,52.8,49.85,52.16,15010920,ARM
2023-09-22,52.9,52.9,50.3548,51.32,8430168,ARM
2023-09-25,51.12,54.5,50.02,54.44,12896541,ARM
2023-09-26,53.93,54.53,52.7,53.52,6283544,ARM
2023-09-27,54.4,54.4099,51.7894,52.99,6866740,ARM
2023-09-28,53.5,56.5,52.86,55.49,8765755,ARM
2023-09-29,56.21,56.79,53.08,53.52,7810025,ARM
2023-10-02,53.475,54.1899,51.91,52.26,8857088,ARM
2023-10-03,51.96,52.235,50.8,51.57,4687735,ARM
2023-10-04,51.97,53.81,51.31,53.46,6206459,ARM
2023-10-05,53.9,53.9,52.09,52.51,2984420,ARM
2023-10-06,52.72,54.21,51.55,54.08,4009236,ARM
2023-10-09,54.4,55.8,53.37,54.25,7197706,ARM
2023-10-10,55.24,55.86,54.2,55.71,5138144,ARM
2023-10-11,56.17,56.33,54.38,54.68,4454722,ARM
2023-10-12,54.75,54.75,51.41,51.85,7323145,ARM
2023-10-13,52.5,52.56,50.0,50.78,6462484,ARM
2023-10-16,51.04,52.35,51.04,52.09,3316789,ARM
2023-10-17,51.0,52.76,50.65,52.29,2549709,ARM
2023-10-18,52.28,52.7,51.275,51.9,2268871,ARM
2023-10-19,52.0,52.7,49.53,49.74,4553360,ARM
2023-10-20,49.74,49.74,46.5,47.87,8089129,ARM
2023-10-23,47.22,51.88,46.5,50.21,9979286,ARM
2023-10-24,52.0,52.8917,51.05,52.37,7211721,ARM
2023-10-25,52.7,52.79,49.31,49.44,4518810,ARM
2023-10-26,50.06,51.11,49.5,50.17,3555300,ARM
